设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
10553,20170925,精彩点,踩过界(27)(高清),2017/9/25 22:37,2017/9/25 23:19,10794
10553,20170926,精彩点,踩过界(28)(大结局),2017/9/25 23:19,2017/9/26 0:09,10794
10553,20170927,精彩点,使徒行者2(06),2017/9/27 20:04,2017/9/27 20:06,10794
10553,20170927,精彩点,胡说八道真情假期(06),2017/9/26 23:59,2017/9/27 0:26,10794
10553,20170927,精彩点,胡说八道真情假期(06),2017/9/27 0:26,2017/9/27 0:35,10794
10553,20170927,精彩点,使徒行者2(06),2017/9/27 13:23,2017/9/27 14:10,10794
10553,20170928,精彩点,那年花开月正圆(03)(高清),2017/9/28 14:03,2017/9/28 14:18,10794
10553,20170928,精彩点,那年花开月正圆(01)(高清),2017/9/28 12:51,2017/9/28 13:13,10794
10553,20170928,精彩点,那年花开月正圆(02)(高清),2017/9/28 13:13,2017/9/28 14:03,10794
10553,20170928,精彩点,那年花开月正圆(01)(高清),2017/9/28 12:34,2017/9/28 12:51,10794
10553,20170929,精彩点,胡说八道真情假期(08),2017/9/29 17:10,2017/9/29 17:12,10794
10553,20170929,精彩点,那年花开月正圆(04)(高清),2017/9/29 17:12,2017/9/29 17:46,10794
10553,20170929,精彩点,使徒行者2(08),2017/9/29 11:03,2017/9/29 11:26,10794
10553,20170929,精彩点,那年花开月正圆(04)(高清),2017/9/29 17:46,2017/9/29 18:02,10794
10553,20170929,精彩点,胡说八道真情假期(09),2017/9/29 17:08,2017/9/29 17:10,10794
10553,20170930,精彩点,那年花开月正圆(04)(高清),2017/9/30 0:25,2017/9/30 0:26,10794
10555,20170702,精彩点,05月25日 超级飞侠二,2017/7/2 20:22,2017/7/2 21:48,10905
10555,20170702,精彩点,06月09日 超级飞侠二,2017/7/2 19:09,2017/7/2 20:22,10905
10555,20170702,精彩点,06月12日 超级飞侠二,2017/7/2 19:06,2017/7/2 19:09,10905
10555,20170704,精彩点,06月12日 超级飞侠二,2017/7/4 10:54,2017/7/4 11:19,10905
10555,20170718,精彩点,我的前半生(01)(高清),2017/7/18 19:20,2017/7/18 19:23,10905
10555,20170718,精彩点,赌城群英会(07),2017/7/18 20:57,2017/7/18 21:34,10905
10555,20170718,精彩点,06月27日 熊出没之春日对对碰,2017/7/18 19:40,2017/7/18 20:56,10905
10555,20170718,精彩点,奔跑吧兄弟 第二季(01)(高清),2017/7/18 21:34,2017/7/18 21:38,10905
10555,20170718,精彩点,06月07日 超级飞侠二,2017/7/18 19:30,2017/7/18 19:40,10905
10555,20170720,精彩点,06月07日 超级飞侠二,2017/7/20 15:08,2017/7/20 16:01,10905
10555,20170725,精彩点,06月09日 超级飞侠二,2017/7/25 16:03,2017/7/25 17:10,10905
10555,20170725,精彩点,龙黄蜂(高清)(雨林禁地遇上杀人巨蜂),2017/7/25 18:33,2017/7/25 18:38,10905
10555,20170725,精彩点,06月08日 超级飞侠二,2017/7/25 9:48,2017/7/25 10:31,10905
10555,20170725,精彩点,06月08日 超级飞侠二,2017/7/25 18:04,2017/7/25 18:33,10905
10555,20170727,精彩点,07月26日 小猪佩奇(高清),2017/7/27 22:20,2017/7/27 22:47,10905
10555,20170730,精彩点,赌城群英会(12),2017/7/30 20:51,2017/7/30 21:48,10905
10555,20170802,精彩点,赌城群英会(14),2017/8/2 20:25,2017/8/2 21:12,10905
10555,20170802,精彩点,赌城群英会(15),2017/8/2 21:12,2017/8/2 23:00,10905
10555,20170802,精彩点,赌城群英会(13),2017/8/2 20:22,2017/8/2 20:25,10905
10555,20170803,精彩点,07月24日 熊出没之冬日乐翻天(高清),2017/8/3 12:33,2017/8/3 12:45,10905
10555,20170803,精彩点,08月01日 熊出没之丛林总动员(高清),2017/8/3 11:42,2017/8/3 11:44,10905
10555,20170803,精彩点,07月24日 熊出没之冬日乐翻天(高清),2017/8/3 11:44,2017/8/3 12:25,10905
10555,20170803,精彩点,07月23日 熊出没之冬日乐翻天(高清),2017/8/3 12:25,2017/8/3 12:32,10905
10555,20170812,精彩点,惊悚之屋：地狱之门(高清),2017/8/12 20:07,2017/8/12 20:15,10905
10555,20170812,精彩点,极品飞车(高清)(小粉跨行玩飙车),2017/8/12 20:15,2017/8/12 20:24,10905
10555,20170812,精彩点,惊悚之屋：地狱之门(高清)(寒气入侵，此夜难眠),2017/8/12 20:07,2017/8/12 20:15,10905
10555,20170812,精彩点,极品飞车(高清),2017/8/12 20:15,2017/8/12 20:24,10905
10555,20170816,精彩点,奔跑吧兄弟 第二季(05)(高清),2017/8/16 20:22,2017/8/16 20:30,10905
10555,20170816,精彩点,奔跑吧兄弟 第二季(04)(高清),2017/8/16 20:09,2017/8/16 20:22,10905
10555,20170830,精彩点,大军师司马懿之军师联盟(39)(高清),2017/8/30 21:17,2017/8/30 21:22,10905
10555,20170918,精彩点,小兔班弟(51)(高清),2017/9/18 17:15,2017/9/18 17:41,10905
10555,20170918,精彩点,小兔班弟(52)(高清),2017/9/18 16:56,2017/9/18 17:14,10905
10555,20170918,精彩点,09月10日 熊出没之丛林总动员(高清),2017/9/18 17:49,2017/9/18 19:08,10905
10555,20170922,精彩点,09月17日 蒙面唱将猜猜猜 第二季：胡彦斌遭Ella逼问恋情(高清),2017/9/22 18:34,2017/9/22 18:37,10905
10555,20170922,精彩点,09月16日 快乐大本营：黄轩童子功强势pk苗苗舞蹈功底(高清),2017/9/22 18:37,2017/9/22 18:48,10905
10555,20170922,精彩点,迷失东京(斯嘉丽东京艳遇，孤独着拥抱爱),2017/9/22 17:43,2017/9/22 18:34,10905
10555,20170922,精彩点,迷失东京,2017/9/22 17:43,2017/9/22 18:34,10905
10555,20170925,精彩点,那年花开月正圆(01)(高清),2017/9/25 18:44,2017/9/25 19:16,10905
10555,20170930,精彩点,06月25日 棉花糖和云朵妈妈(高清),2017/9/30 18:09,2017/9/30 18:32,10905
10555,20170930,精彩点,06月24日 棉花糖和云朵妈妈(高清),2017/9/30 18:33,2017/9/30 18:56,10905
10557,20170702,精彩点,白鹿原(15)(高清),2017/7/2 11:53,2017/7/2 12:07,10776
10557,20170702,精彩点,白鹿原(16)(高清),2017/7/2 19:00,2017/7/2 19:41,10776
10557,20170702,精彩点,白鹿原(19)(高清),2017/7/2 11:52,2017/7/2 11:53,10776
10557,20170702,精彩点,白鹿原(15)(高清),2017/7/2 18:43,2017/7/2 18:57,10776
10557,20170702,精彩点,白鹿原(17)(高清),2017/7/2 19:41,2017/7/2 20:27,10776
10557,20170702,精彩点,白鹿原(15)(高清),2017/7/2 12:12,2017/7/2 12:29,10776
10557,20170708,精彩点,白鹿原(21)(高清),2017/7/8 12:20,2017/7/8 12:22,10776
10557,20170708,精彩点,白鹿原(29)(高清),2017/7/8 13:00,2017/7/8 16:54,10776
10557,20170708,精彩点,白鹿原(26)(高清),2017/7/8 17:30,2017/7/8 17:33,10776
10557,20170708,精彩点,白鹿原(23)(高清),2017/7/8 12:22,2017/7/8 13:00,10776
10557,20170708,精彩点,白鹿原(28)(高清),2017/7/8 17:26,2017/7/8 17:28,10776
10557,20170708,精彩点,白鹿原(25)(高清),2017/7/8 17:33,2017/7/8 17:35,10776
10557,20170708,精彩点,白鹿原(24)(高清),2017/7/8 17:35,2017/7/8 17:36,10776
10557,20170708,精彩点,白鹿原(22)(高清),2017/7/8 17:37,2017/7/8 19:45,10776
10557,20170713,精彩点,我的前半生(01)(高清),2017/7/13 22:00,2017/7/13 22:01,10776
10557,20170713,精彩点,我的前半生(01)(高清),2017/7/13 21:57,2017/7/13 21:59,10776
10557,20170805,精彩点,08月03日 今晚80后脱口秀：告别单身(高清),2017/8/5 15:09,2017/8/5 15:55,10776
10557,20170805,精彩点,08月03日 今晚80后脱口秀：告别单身(高清),2017/8/5 15:01,2017/8/5 15:08,10776
10557,20170805,精彩点,07月27日 今晚80后脱口秀：随意不随便(高清),2017/8/5 15:55,2017/8/5 16:40,10776
10557,20170805,精彩点,07月29日 开心剧乐部：包贝尔苦追贾玲(高清),2017/8/4 23:21,2017/8/5 0:41,10776
10557,20170814,精彩点,一条狗的使命(高清)(人宠相依诉说四世情话),2017/8/14 13:54,2017/8/14 15:35,10776
10557,20170814,精彩点,红色通道(01)(高清),2017/8/14 13:13,2017/8/14 13:53,10776
10557,20170814,免费睇,方大同感受音乐宣传片,2017/8/14 15:39,2017/8/14 15:40,10776
10557,20170814,精彩点,一条狗的使命(高清),2017/8/14 13:54,2017/8/14 15:35,10776
10557,20170822,精彩点,我们的爱(22)(高清),2017/8/22 16:13,2017/8/22 17:01,10776
10557,20170822,精彩点,我们的爱(20)(高清),2017/8/22 14:51,2017/8/22 15:35,10776
10557,20170822,精彩点,我们的爱(17)(高清),2017/8/22 12:35,2017/8/22 13:21,10776
10557,20170822,精彩点,我们的爱(22)(高清),2017/8/22 17:02,2017/8/22 17:32,10776
10557,20170822,精彩点,我们的爱(19)(高清),2017/8/22 14:04,2017/8/22 14:50,10776
10557,20170822,精彩点,我们的爱(18)(高清),2017/8/22 13:21,2017/8/22 14:02,10776
10557,20170824,精彩点,我的前半生(03)(高清),2017/8/24 22:59,2017/8/24 23:42,10776
10557,20170824,精彩点,我的前半生(02)(高清),2017/8/24 22:14,2017/8/24 22:58,10776
10557,20170824,精彩点,我的前半生(01)(高清),2017/8/24 21:30,2017/8/24 21:35,10776
10557,20170824,精彩点,我的前半生(01)(高清),2017/8/24 21:35,2017/8/24 22:13,10776
10557,20170825,精彩点,我的前半生(03)(高清),2017/8/25 8:31,2017/8/25 8:35,10776
10557,20170825,精彩点,我的前半生(06)(高清),2017/8/25 9:18,2017/8/25 10:03,10776
10557,20170825,精彩点,我的前半生(05)(高清),2017/8/25 9:17,2017/8/25 9:18,10776
10557,20170825,精彩点,我的前半生(14)(高清),2017/8/25 16:45,2017/8/25 16:47,10776
10557,20170825,精彩点,我的前半生(04)(高清),2017/8/25 8:35,2017/8/25 8:36,10776
10557,20170825,精彩点,我的前半生(14)(高清),2017/8/25 15:18,2017/8/25 15:59,10776
10557,20170825,精彩点,我的前半生(08)(高清),2017/8/25 10:45,2017/8/25 11:30,10776
10557,20170825,精彩点,我的前半生(17)(高清),2017/8/25 17:30,2017/8/25 18:37,10776
10557,20170825,精彩点,我的前半生(13)(高清),2017/8/25 14:34,2017/8/25 15:18,10776
10557,20170825,精彩点,我的前半生(12)(高清),2017/8/25 14:20,2017/8/25 14:34,10776
10557,20170825,精彩点,我的前半生(07)(高清),2017/8/25 10:03,2017/8/25 10:44,10776
10557,20170825,精彩点,我的前半生(17)(高清),2017/8/25 18:37,2017/8/25 19:02,10776
10557,20170825,精彩点,我的前半生(16)(高清),2017/8/25 16:48,2017/8/25 17:30,10776
10557,20170825,精彩点,我的前半生(12)(高清),2017/8/25 13:39,2017/8/25 14:19,10776
10557,20170825,精彩点,我的前半生(09)(高清),2017/8/25 11:30,2017/8/25 12:12,10776
10557,20170825,精彩点,我的前半生(15)(高清),2017/8/25 15:59,2017/8/25 16:44,10776
10557,20170825,精彩点,我的前半生(03)(高清),2017/8/24 23:42,2017/8/25 8:30,10776
10557,20170825,精彩点,我的前半生(11)(高清),2017/8/25 12:54,2017/8/25 13:38,10776
10557,20170825,精彩点,我的前半生(10)(高清),2017/8/25 12:12,2017/8/25 12:53,10776
10557,20170825,精彩点,我的前半生(05)(高清),2017/8/25 8:36,2017/8/25 9:17,10776
10557,20170826,精彩点,我的前半生(19)(高清),2017/8/26 9:34,2017/8/26 10:19,10776
10557,20170826,精彩点,我的前半生(19)(高清),2017/8/25 23:15,2017/8/26 0:04,10776
10557,20170826,精彩点,我的前半生(20)(高清),2017/8/26 10:21,2017/8/26 11:01,10776
10557,20170827,精彩点,我的前半生(34)(高清),2017/8/26 23:55,2017/8/27 0:38,10776
10557,20170828,精彩点,巴黎假期(2015)(高清),2017/8/28 15:15,2017/8/28 16:37,10776
10557,20170828,精彩点,08月20日 了不起的孩子 第二季：谢依霖吐槽杨幂？(高清),2017/8/28 12:03,2017/8/28 13:14,10776
10557,20170828,精彩点,花咒(高清),2017/8/28 13:25,2017/8/28 15:15,10776
10557,20170828,精彩点,巴黎假期(高清)(郭采洁古天乐，爱上最伤心的人),2017/8/28 15:15,2017/8/28 16:37,10776
10557,20170828,精彩点,我们的爱(32)(高清),2017/8/28 11:50,2017/8/28 11:51,10776
10557,20170828,精彩点,青禾男高(高清)(景甜、欧豪热血激斗),2017/8/28 11:48,2017/8/28 11:49,10776
10557,20170828,精彩点,我的前半生(01)(高清),2017/8/28 11:52,2017/8/28 12:02,10776
10557,20170828,精彩点,青禾男高(高清),2017/8/28 11:48,2017/8/28 11:49,10776
10557,20170828,精彩点,极限挑战 第二季20160417期(高清),2017/8/28 13:19,2017/8/28 13:23,10776
10557,20170828,精彩点,花咒(高清)(惊悚外衣下的爱情悲剧),2017/8/28 13:25,2017/8/28 15:15,10776
10557,20170830,精彩点,我们的爱(37)(高清),2017/8/30 18:33,2017/8/30 19:43,10776
10557,20170831,精彩点,秦时丽人明月心(13)(高清),2017/8/31 9:37,2017/8/31 9:57,10776
10557,20170831,精彩点,左耳(高清),2017/8/31 14:58,2017/8/31 19:27,10776
10557,20170831,精彩点,秦时丽人明月心(13)(高清),2017/8/31 11:43,2017/8/31 12:05,10776
10557,20170831,精彩点,秦时丽人明月心(15)(高清),2017/8/31 12:50,2017/8/31 13:13,10776
10557,20170831,精彩点,左耳(高清),2017/8/31 13:38,2017/8/31 14:58,10776
10557,20170831,精彩点,秦时丽人明月心(14)(高清),2017/8/31 12:05,2017/8/31 12:50,10776
10557,20170904,精彩点,秦时丽人明月心(16)(高清),2017/9/4 15:27,2017/9/4 16:09,10776
10557,20170904,精彩点,秦时丽人明月心(17)(高清),2017/9/4 16:09,2017/9/4 16:51,10776
10557,20170904,精彩点,秦时丽人明月心(18)(高清),2017/9/4 16:51,2017/9/4 17:36,10776
10557,20170904,精彩点,秦时丽人明月心(14)(高清),2017/9/4 15:25,2017/9/4 15:27,10776
10557,20170904,精彩点,楚乔传(01)(高清),2017/9/4 17:36,2017/9/4 17:37,10776
10557,20170905,精彩点,楚乔传(05)(高清),2017/9/5 13:17,2017/9/5 14:17,10776
10557,20170905,精彩点,楚乔传(11)(高清),2017/9/5 18:02,2017/9/5 18:53,10776
10557,20170905,精彩点,楚乔传(10)(高清),2017/9/5 17:21,2017/9/5 18:02,10776
10557,20170905,精彩点,楚乔传(07)(高清),2017/9/5 14:54,2017/9/5 15:53,10776
10557,20170905,精彩点,楚乔传(08)(高清),2017/9/5 15:53,2017/9/5 16:30,10776
10557,20170905,精彩点,楚乔传(06)(高清),2017/9/5 14:17,2017/9/5 14:54,10776
10557,20170905,精彩点,楚乔传(12)(高清),2017/9/5 18:53,2017/9/5 19:50,10776
10557,20170905,精彩点,楚乔传(04)(高清),2017/9/5 12:36,2017/9/5 13:17,10776
10557,20170905,精彩点,秦时丽人明月心(19)(高清),2017/9/5 11:11,2017/9/5 11:52,10776
10557,20170905,精彩点,楚乔传(09)(高清),2017/9/5 16:30,2017/9/5 17:21,10776
10557,20170905,精彩点,秦时丽人明月心(20)(高清),2017/9/5 11:52,2017/9/5 12:36,10776
10557,20170906,精彩点,秦时丽人明月心(19)(高清),2017/9/6 15:38,2017/9/6 15:41,10776
10557,20170906,精彩点,秦时丽人明月心(20)(高清),2017/9/6 10:10,2017/9/6 10:12,10776
10557,20170906,精彩点,秦时丽人明月心(19)(高清),2017/9/6 15:41,2017/9/6 15:45,10776
10557,20170906,精彩点,那年花开月正圆(11)(高清),2017/9/6 9:54,2017/9/6 9:59,10776
10557,20170906,精彩点,反恐特战队之猎影(46)(高清),2017/9/6 11:51,2017/9/6 12:30,10776
10557,20170906,精彩点,秦时丽人明月心(22)(高清),2017/9/6 15:51,2017/9/6 15:57,10776
10557,20170906,精彩点,我的前半生(42)(大结局)(高清),2017/9/6 10:13,2017/9/6 10:58,10776
10557,20170906,精彩点,秦时丽人明月心(22)(高清),2017/9/6 15:45,2017/9/6 15:51,10776
10557,20170906,精彩点,人民的名义(52)大结局(高清),2017/9/6 10:58,2017/9/6 11:51,10776
10557,20170906,精彩点,我们的爱(37)(高清),2017/9/6 10:09,2017/9/6 10:10,10776
10557,20170906,精彩点,反恐特战队之猎影(49)(大结局)(高清),2017/9/6 13:51,2017/9/6 15:37,10776
10557,20170906,精彩点,楚乔传(11)(高清),2017/9/6 8:02,2017/9/6 8:03,10776
10557,20170906,精彩点,反恐特战队之猎影(48)(高清),2017/9/6 13:12,2017/9/6 13:51,10776
10557,20170906,精彩点,反恐特战队之猎影(47)(高清),2017/9/6 12:30,2017/9/6 13:12,10776
10557,20170906,精彩点,楚乔传(11)(高清),2017/9/6 8:03,2017/9/6 8:07,10776
10557,20170906,精彩点,楚乔传(13)(高清),2017/9/6 8:07,2017/9/6 9:53,10776
10557,20170907,精彩点,楚乔传(25)(高清),2017/9/7 15:53,2017/9/7 15:54,10776
10557,20170907,精彩点,楚乔传(20)(高清),2017/9/7 10:17,2017/9/7 10:54,10776
10557,20170907,精彩点,楚乔传(29)(高清),2017/9/7 17:12,2017/9/7 17:19,10776
10557,20170907,精彩点,楚乔传(18)(高清),2017/9/7 8:45,2017/9/7 9:25,10776
10557,20170907,精彩点,楚乔传(21)(高清),2017/9/7 10:54,2017/9/7 11:44,10776
10557,20170907,精彩点,楚乔传(25)(高清),2017/9/7 13:44,2017/9/7 14:29,10776
10557,20170907,精彩点,楚乔传(31)(高清),2017/9/7 19:20,2017/9/7 19:30,10776
10557,20170907,精彩点,楚乔传(27)(高清),2017/9/7 15:59,2017/9/7 16:01,10776
10557,20170907,精彩点,楚乔传(19)(高清),2017/9/7 9:25,2017/9/7 10:17,10776
10557,20170907,精彩点,楚乔传(27)(高清),2017/9/7 16:01,2017/9/7 16:08,10776
10557,20170907,精彩点,楚乔传(25)(高清),2017/9/7 15:56,2017/9/7 15:59,10776
10557,20170907,精彩点,楚乔传(31)(高清),2017/9/7 19:02,2017/9/7 19:20,10776
10557,20170907,精彩点,楚乔传(28)(高清),2017/9/7 16:08,2017/9/7 16:48,10776
10557,20170907,精彩点,楚乔传(22)(高清),2017/9/7 11:44,2017/9/7 12:22,10776
10557,20170907,精彩点,楚乔传(23)(高清),2017/9/7 12:22,2017/9/7 13:07,10776
10557,20170907,精彩点,楚乔传(24)(高清),2017/9/7 13:07,2017/9/7 13:44,10776
10557,20170907,精彩点,楚乔传(27)(高清),2017/9/7 15:07,2017/9/7 15:52,10776
10557,20170907,精彩点,楚乔传(26)(高清),2017/9/7 14:29,2017/9/7 15:07,10776
10557,20170907,精彩点,楚乔传(31)(高清),2017/9/7 19:35,2017/9/7 19:42,10776
10557,20170907,精彩点,楚乔传(29)(高清),2017/9/7 17:42,2017/9/7 18:23,10776
10557,20170907,精彩点,楚乔传(28)(高清),2017/9/7 17:20,2017/9/7 17:42,10776
10557,20170907,精彩点,楚乔传(30)(高清),2017/9/7 18:23,2017/9/7 19:02,10776
10557,20170907,精彩点,楚乔传(28)(高清),2017/9/7 16:48,2017/9/7 17:12,10776
10557,20170908,精彩点,楚乔传(39)(高清),2017/9/8 13:27,2017/9/8 17:41,10776
10557,20170908,精彩点,楚乔传(31)(高清),2017/9/8 8:30,2017/9/8 8:41,10776
10557,20170908,精彩点,楚乔传(34)(高清),2017/9/8 10:04,2017/9/8 10:40,10776
10557,20170908,精彩点,楚乔传(32)(高清),2017/9/8 8:41,2017/9/8 9:19,10776
10557,20170908,精彩点,楚乔传(39)(高清),2017/9/8 17:43,2017/9/8 17:45,10776
10557,20170908,精彩点,楚乔传(33)(高清),2017/9/8 9:19,2017/9/8 10:04,10776
10557,20170908,精彩点,楚乔传(32)(高清),2017/9/8 18:24,2017/9/8 18:26,10776
10557,20170908,精彩点,楚乔传(38)(高清),2017/9/8 12:51,2017/9/8 13:27,10776
10557,20170908,精彩点,楚乔传(37)(高清),2017/9/8 12:01,2017/9/8 12:51,10776
10557,20170908,精彩点,楚乔传(40)(高清),2017/9/8 17:45,2017/9/8 18:24,10776
10557,20170908,精彩点,楚乔传(40)(高清),2017/9/8 18:29,2017/9/8 18:30,10776
10557,20170908,精彩点,楚乔传(35)(高清),2017/9/8 10:40,2017/9/8 11:25,10776
10557,20170908,精彩点,楚乔传(36)(高清),2017/9/8 11:25,2017/9/8 12:01,10776
10557,20170908,精彩点,楚乔传(29)(高清),2017/9/8 8:28,2017/9/8 8:30,10776
10557,20170908,精彩点,楚乔传(41)(高清),2017/9/8 18:30,2017/9/8 19:39,10776
10557,20170908,精彩点,楚乔传(32)(高清),2017/9/8 18:26,2017/9/8 18:29,10776
10557,20170909,精彩点,楚乔传(45)(高清),2017/9/9 14:51,2017/9/9 15:34,10776
10557,20170909,精彩点,楚乔传(46)(高清),2017/9/9 15:34,2017/9/9 16:08,10776
10557,20170909,精彩点,楚乔传(42)(高清),2017/9/9 10:59,2017/9/9 11:32,10776
10557,20170909,精彩点,楚乔传(44)(高清),2017/9/9 14:14,2017/9/9 14:51,10776
10557,20170909,精彩点,楚乔传(42)(高清),2017/9/9 10:43,2017/9/9 10:47,10776
10557,20170909,精彩点,楚乔传(43)(高清),2017/9/9 11:32,2017/9/9 13:43,10776
10557,20170910,精彩点,楚乔传(54)(高清),2017/9/10 16:45,2017/9/10 17:04,10776
10557,20170910,精彩点,楚乔传(55)(高清),2017/9/10 17:04,2017/9/10 17:44,10776
10557,20170910,精彩点,楚乔传(56)(高清),2017/9/10 17:44,2017/9/10 17:57,10776
10557,20170910,精彩点,楚乔传(54)(高清),2017/9/10 9:52,2017/9/10 10:10,10776
10557,20170910,精彩点,楚乔传(53)(高清),2017/9/10 9:07,2017/9/10 9:52,10776
10557,20170911,精彩点,楚乔传(57)(高清),2017/9/11 11:25,2017/9/11 12:07,10776
10557,20170911,精彩点,楚乔传(65)(高清),2017/9/11 16:06,2017/9/11 16:45,10776
10557,20170911,精彩点,楚乔传(59)(高清),2017/9/11 12:36,2017/9/11 13:16,10776
10557,20170911,精彩点,楚乔传(66)(高清),2017/9/11 16:45,2017/9/11 17:23,10776
10557,20170911,精彩点,楚乔传(67)(大结局)(高清),2017/9/11 18:04,2017/9/11 18:56,10776
10557,20170911,精彩点,楚乔传(67)(大结局)(高清),2017/9/11 17:24,2017/9/11 18:04,10776
10557,20170911,精彩点,楚乔传(61)(高清),2017/9/11 13:48,2017/9/11 14:26,10776
10557,20170911,精彩点,楚乔传(57)(高清),2017/9/11 9:17,2017/9/11 10:42,10776
10557,20170911,精彩点,楚乔传(60)(高清),2017/9/11 13:16,2017/9/11 13:48,10776
