用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
11044,互动电视,正常        ,20160616,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160616,20160616,20500101,11136
10811,互动电视,正常        ,20160112,145,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160112,20160201,20500101,10037
10812,互动电视,正常        ,20160112,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160112,20160112,20500101,10288
11238,互动电视,正常        ,20140519,0,乐惠套餐-6M-2年-1480,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140519,20140519,20500101,10827
11310,互动电视,正常        ,20161119,0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20150203,20150203,20500101,10934
11252,互动电视,正常        ,20170127,0,乐惠套餐-12M-2年-1880,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140624,20140624,20500101,10961
10706,互动电视,正常        ,20150831,128.56,乐惠套餐-15M-3年-2180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150831,20150831,20500101,10944
10012,互动电视,正常        ,20171031,250.57,,互动基本套餐(26.5元/月)-捆绑600元时移回看(30个月),互动基本套餐(26.5元/月)-捆绑600元时移回看(30个月)(资费),20070811,20121202,20500101,10149
10163,互动电视,正常        ,20130830,0,,互动49元包,互动49元包,20130830,20150901,20500101,11309
10954,互动电视,正常        ,20160322,0,乐惠套餐-15M-2年-2160元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160322,20160322,20500101,10566
10499,互动电视,正常        ,20130823,0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130823,20130823,20500101,10776
10081,互动电视,正常        ,20130718,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130718,20130718,20500101,10422
11099,互动电视,正常        ,20160823,150,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160823,20160823,20500101,10539
10041,互动电视,正常        ,20151218,0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20130125,20130125,20500101,10395
10173,互动电视,正常        ,20130902,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130902,20130902,20500101,11036
11175,互动电视,正常        ,20151017,0,,互动标准包,互动标准包-包月-26.5元,20150924,20171001,20500101,10989
10558,互动电视,正常        ,20170808,114.5,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141121,20141121,20500101,10834
11296,互动电视,正常        ,20160325,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141001,20141001,20500101,10994
10166,互动电视,正常        ,20130830,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130830,20130830,20500101,10509
10188,互动电视,正常        ,20130907,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130907,20130907,20500101,10444
10926,互动电视,正常        ,20160316,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160316,20160316,20500101,10740
11146,互动电视,正常        ,20161119,240,,互动59元包-600预存,互动59元包-600预存,20161119,20161119,20500101,10437
10482,互动电视,正常        ,20170922,50,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140225,20140225,20500101,11160
11273,互动电视,正常        ,20140806,85,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140806,20140806,20500101,10311
11276,互动电视,正常        ,20140809,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140809,20150101,20500101,10517
11275,互动电视,正常        ,20140809,240,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140809,20140809,20500101,10445
10789,互动电视,正常        ,20151228,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10624
11207,互动电视,正常        ,20160316,0,,互动59元包-600预存,互动59元包-600预存,20160316,20160316,20500101,10352
11254,互动电视,正常        ,20140630,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140630,20140630,20500101,11025
11007,互动电视,正常        ,20160518,60,,互动59元包-600预存,互动59元包-600预存,20160518,20160518,20500101,11279
11057,互动电视,正常        ,20160625,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160625,20160625,20500101,10340
11070,互动电视,正常        ,20170918,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160706,20160706,20500101,11317
11120,互动电视,正常        ,20161005,210,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161005,20161005,20500101,10272
10596,互动电视,正常        ,20141231,0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141231,20141231,20500101,10939
10876,互动电视,正常        ,20160201,75,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160201,20160201,20500101,11296
10198,互动电视,正常        ,20130908,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,11019
11143,互动电视,正常        ,20161116,240,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20161116,20161116,20500101,11070
10316,互动电视,正常        ,20131031,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131031,20131031,20500101,10376
11041,互动电视,正常        ,20160609,87.06,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160609,20160609,20500101,10732
11042,互动电视,正常        ,20160609,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160609,20160609,20500101,10767
10403,互动电视,正常        ,20131226,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131226,20131226,20500101,10432
10292,互动电视,正常        ,20160121,133.32,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131023,20131023,20500101,11253
10293,互动电视,正常        ,20160121,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131023,20150101,20500101,11158
10294,互动电视,正常        ,20160121,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131023,20150101,20500101,10714
10601,互动电视,正常        ,20150110,200,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150110,20150110,20500101,10883
11326,互动电视,正常        ,20160718,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160718,20160718,20500101,11086
11278,互动电视,正常        ,20140822,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140822,20140822,20500101,10476
10320,互动电视,正常        ,20131104,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131104,20131104,20500101,10621
10321,互动电视,正常        ,20131104,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131104,20150101,20500101,10969
10890,互动电视,正常        ,20160204,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10544
10337,互动电视,正常        ,20160926,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131118,20131118,20500101,10277
10897,互动电视,正常        ,20160204,0,乐惠套餐-15M-3年-2180元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160204,20160204,20500101,11206
10965,互动电视,正常        ,20160330,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160330,20160330,20500101,11092
10913,互动电视,正常        ,20160302,0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160302,20160302,20500101,11172
11008,互动电视,正常        ,20160525,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160525,20160525,20500101,10760
11306,互动电视,正常        ,20160226,0,月享套餐-10M-包月-69元,互动+联合宽带-49元-月享,互动+联合宽带-49元包-17年月享,20141022,20170501,20500101,10814
11085,互动电视,正常        ,20160726,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160726,20160726,20500101,10224
10266,互动电视,正常        ,20150806,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131001,20131001,20500101,10309
10267,互动电视,正常        ,20150806,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131001,20150101,20500101,10248
10715,互动电视,正常        ,20150914,0,,互动标准包,互动标准包-包月-26.5元,20150914,20170101,20500101,11170
10005,互动电视,正常        ,20090222,0,,宽带用户购机(499元)(26.5元/月),宽带用户购机(499元)(26.5元/月)(资费),20080128,20120924,20500101,10775
10853,互动电视,正常        ,20160127,0,乐惠套餐-25M-3年-2380元-16年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160127,20160127,20500101,10001
10233,互动电视,正常        ,20130919,0,,互动39元包,互动39元包,20130919,20151101,20500101,10985
10513,互动电视,正常        ,20161121,4,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070604,20121021,20500101,10530
11100,互动电视,正常        ,20161211,180,,互动59元包-600预存,互动59元包-600预存,20160916,20160916,20500101,10613
11074,互动电视,正常        ,20170917,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160711,20160711,20500101,11103
10159,互动电视,正常        ,20130827,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130827,20130827,20500101,10400
10083,互动电视,正常        ,20130719,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130719,20130719,20500101,11275
10252,互动电视,正常        ,20130925,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130925,20130925,20500101,10747
10148,互动电视,正常        ,20131022,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130821,20130821,20500101,10280
10175,互动电视,正常        ,20131022,0,6M融合套餐1(互动+宽带),互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130903,20150101,20500101,10257
10027,互动电视,正常        ,20090720,0,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20071226,20130702,20500101,11167
10065,互动电视,正常        ,20130629,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130629,20130629,20500101,10166
10118,互动电视,正常        ,20150620,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130806,20130806,20500101,10434
10196,互动电视,正常        ,20170423,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130908,20130908,20500101,11095
10119,互动电视,正常        ,20130807,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130807,20130807,20500101,11228
10727,互动电视,正常        ,20150928,0,,互动49元包-200预存-捆直播108+高清英超1年,互动49元包-200预存-捆直播108+高清英超1年,20150928,20150928,20500101,10527
